Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id,Correlation_2023,Total Points A_2023,Total Points B_2023
TOR,Philippe Myers,Simon Benoit,,2,0,Philippe Myers-Simon Benoit,,,
TOR,Jani Hakanpää,Oliver Ekman-Larsson,,7,0,Jani Hakanpää-Oliver Ekman-Larsson,,,
TOR,Oliver Ekman-Larsson,Philippe Myers,,7,0,Oliver Ekman-Larsson-Philippe Myers,,,
TOR,Jake McCabe,Jani Hakanpää,,0,5,Jake McCabe-Jani Hakanpää,,,
TOR,Jani Hakanpää,Philippe Myers,,0,0,Jani Hakanpää-Philippe Myers,,,
TOR,Jani Hakanpää,Morgan Rielly,,0,13,Jani Hakanpää-Morgan Rielly,,,
TOR,Chris Tanev,Jani Hakanpää,,0,3,Chris Tanev-Jani Hakanpää,,,
TOR,Conor Timmins,Jani Hakanpää,,0,4,Conor Timmins-Jani Hakanpää,,,
TOR,Jake McCabe,Philippe Myers,,5,0,Jake McCabe-Philippe Myers,,,
TOR,Morgan Rielly,Philippe Myers,,0,13,Morgan Rielly-Philippe Myers,,,
TOR,Chris Tanev,Philippe Myers,,0,3,Chris Tanev-Philippe Myers,,,
TOR,Conor Timmins,Philippe Myers,,0,4,Conor Timmins-Philippe Myers,,,
VAN,Dakota Joshua,Daniel Sprong,,3,0,Dakota Joshua-Daniel Sprong,,,
VAN,Daniel Sprong,Jonathan Lekkerimaki,,3,1,Daniel Sprong-Jonathan Lekkerimaki,,,
VAN,Daniel Sprong,Noah Juulsen,,3,0,Daniel Sprong-Noah Juulsen,,,
VAN,Dakota Joshua,Teddy Blueger,,9,0,Dakota Joshua-Teddy Blueger,0.55,28.0,32.0
VAN,Noah Juulsen,Teddy Blueger,,9,0,Noah Juulsen-Teddy Blueger,-0.25,28.0,7.0
VAN,Brock Boeser,Dakota Joshua,,11,0,Brock Boeser-Dakota Joshua,-0.04,73.0,32.0
VAN,Brock Boeser,Jonathan Lekkerimaki,,11,1,Brock Boeser-Jonathan Lekkerimaki,,,
VAN,Brock Boeser,Noah Juulsen,,11,0,Brock Boeser-Noah Juulsen,0.07,73.0,7.0
VAN,Dakota Joshua,Jake DeBrusk,,10,0,Dakota Joshua-Jake DeBrusk,,,
VAN,Jake DeBrusk,Noah Juulsen,,10,0,Jake DeBrusk-Noah Juulsen,,,
VAN,Conor Garland,Dakota Joshua,,12,0,Conor Garland-Dakota Joshua,0.62,47.0,32.0
VAN,Conor Garland,Noah Juulsen,,12,0,Conor Garland-Noah Juulsen,-0.01,47.0,7.0
VAN,Dakota Joshua,Danton Heinen,,8,0,Dakota Joshua-Danton Heinen,,,
VAN,Danton Heinen,Noah Juulsen,,8,0,Danton Heinen-Noah Juulsen,,,
VAN,Dakota Joshua,Nils Hoglander,,5,0,Dakota Joshua-Nils Hoglander,-0.03,36.0,32.0
VAN,Jonathan Lekkerimaki,Nils Hoglander,,5,1,Jonathan Lekkerimaki-Nils Hoglander,,,
VAN,Nils Hoglander,Noah Juulsen,,5,0,Nils Hoglander-Noah Juulsen,0.05,36.0,7.0
VAN,Dakota Joshua,Jonathan Lekkerimaki,,0,1,Dakota Joshua-Jonathan Lekkerimaki,,,
VAN,Dakota Joshua,J.T. Miller,,0,16,Dakota Joshua-J.T. Miller,0.06,32.0,103.0
VAN,Dakota Joshua,Elias Pettersson,,0,10,Dakota Joshua-Elias Pettersson,-0.18,32.0,89.0
VAN,Aatu Raty,Dakota Joshua,,0,1,Aatu Raty-Dakota Joshua,,,
VAN,Dakota Joshua,Kiefer Sherwood,,0,8,Dakota Joshua-Kiefer Sherwood,,,
VAN,Dakota Joshua,Pius Suter,,0,8,Dakota Joshua-Pius Suter,-0.17,32.0,29.0
VAN,Dakota Joshua,Erik Brannstrom,,0,5,Dakota Joshua-Erik Brannstrom,,,
VAN,Dakota Joshua,Vincent Desharnais,,0,1,Dakota Joshua-Vincent Desharnais,,,
VAN,Dakota Joshua,Derek Forbort,,0,1,Dakota Joshua-Derek Forbort,,,
VAN,Dakota Joshua,Filip Hronek,,0,6,Dakota Joshua-Filip Hronek,0.01,32.0,48.0
VAN,Dakota Joshua,Quinn Hughes,,0,17,Dakota Joshua-Quinn Hughes,-0.01,32.0,92.0
VAN,Dakota Joshua,Noah Juulsen,,0,0,Dakota Joshua-Noah Juulsen,-0.14,32.0,7.0
VAN,Dakota Joshua,Tyler Myers,,0,3,Dakota Joshua-Tyler Myers,-0.05,32.0,29.0
VAN,Carson Soucy,Dakota Joshua,,0,1,Carson Soucy-Dakota Joshua,0.13,32.0,6.0
VAN,Aatu Raty,Jonathan Lekkerimaki,,1,1,Aatu Raty-Jonathan Lekkerimaki,,,
VAN,Jonathan Lekkerimaki,Vincent Desharnais,,1,1,Jonathan Lekkerimaki-Vincent Desharnais,,,
VAN,Derek Forbort,Jonathan Lekkerimaki,,1,1,Derek Forbort-Jonathan Lekkerimaki,,,
VAN,Jonathan Lekkerimaki,Noah Juulsen,,1,0,Jonathan Lekkerimaki-Noah Juulsen,,,
VAN,Carson Soucy,Jonathan Lekkerimaki,,1,1,Carson Soucy-Jonathan Lekkerimaki,,,
VAN,J.T. Miller,Noah Juulsen,,16,0,J.T. Miller-Noah Juulsen,0.13,103.0,7.0
VAN,Elias Pettersson,Noah Juulsen,,10,0,Elias Pettersson-Noah Juulsen,0.13,89.0,7.0
VAN,Aatu Raty,Pius Suter,,1,8,Aatu Raty-Pius Suter,,,
VAN,Aatu Raty,Erik Brannstrom,,1,5,Aatu Raty-Erik Brannstrom,,,
VAN,Aatu Raty,Vincent Desharnais,,1,1,Aatu Raty-Vincent Desharnais,,,
VAN,Aatu Raty,Noah Juulsen,,1,0,Aatu Raty-Noah Juulsen,,,
VAN,Aatu Raty,Carson Soucy,,1,1,Aatu Raty-Carson Soucy,,,
VAN,Derek Forbort,Kiefer Sherwood,,8,1,Derek Forbort-Kiefer Sherwood,,,
VAN,Kiefer Sherwood,Noah Juulsen,,8,0,Kiefer Sherwood-Noah Juulsen,,,
VAN,Noah Juulsen,Pius Suter,,8,0,Noah Juulsen-Pius Suter,0.23,29.0,7.0
VAN,Derek Forbort,Erik Brannstrom,,5,1,Derek Forbort-Erik Brannstrom,,,
VAN,Erik Brannstrom,Noah Juulsen,,5,0,Erik Brannstrom-Noah Juulsen,,,
VAN,Derek Forbort,Vincent Desharnais,,1,1,Derek Forbort-Vincent Desharnais,,,
VAN,Noah Juulsen,Vincent Desharnais,,1,0,Noah Juulsen-Vincent Desharnais,,,
VAN,Carson Soucy,Vincent Desharnais,,1,1,Carson Soucy-Vincent Desharnais,,,
VAN,Derek Forbort,Noah Juulsen,,1,0,Derek Forbort-Noah Juulsen,,,
VAN,Derek Forbort,Tyler Myers,,1,3,Derek Forbort-Tyler Myers,,,
VAN,Filip Hronek,Noah Juulsen,,6,0,Filip Hronek-Noah Juulsen,-0.06,48.0,7.0
VAN,Noah Juulsen,Quinn Hughes,,17,0,Noah Juulsen-Quinn Hughes,0.11,92.0,7.0
VAN,Noah Juulsen,Tyler Myers,,0,3,Noah Juulsen-Tyler Myers,0.07,7.0,29.0
VAN,Carson Soucy,Noah Juulsen,,0,1,Carson Soucy-Noah Juulsen,-0.09,7.0,6.0
VGK,Ben Hutton,Ivan Barbashev,,17,0,Ben Hutton-Ivan Barbashev,0.24,45.0,10.0
VGK,Ben Hutton,Pavel Dorofeyev,,12,0,Ben Hutton-Pavel Dorofeyev,0.14,24.0,10.0
VGK,Ben Hutton,Jack Eichel,,27,0,Ben Hutton-Jack Eichel,0.11,68.0,10.0
VGK,Ben Hutton,Tomas Hertl,,15,0,Ben Hutton-Tomas Hertl,,38.0,10.0
VGK,Alexander Holtz,Victor Olofsson,,7,3,Alexander Holtz-Victor Olofsson,,,
VGK,Alexander Holtz,Ben Hutton,,7,0,Alexander Holtz-Ben Hutton,,,
VGK,Ben Hutton,Brett Howden,,7,0,Ben Hutton-Brett Howden,-0.02,19.0,10.0
VGK,Victor Olofsson,William Karlsson,,9,3,Victor Olofsson-William Karlsson,,,
VGK,Nicolas Hague,William Karlsson,,9,1,Nicolas Hague-William Karlsson,0.15,60.0,12.0
VGK,Ben Hutton,William Karlsson,,9,0,Ben Hutton-William Karlsson,-0.05,60.0,10.0
VGK,Brayden McNabb,William Karlsson,,9,2,Brayden McNabb-William Karlsson,-0.02,60.0,26.0
VGK,William Karlsson,Zach Whitecloud,,9,1,William Karlsson-Zach Whitecloud,0.1,60.0,14.0
VGK,Ben Hutton,Keegan Kolesar,,8,0,Ben Hutton-Keegan Kolesar,0.17,18.0,10.0
VGK,Nicolas Hague,Victor Olofsson,,3,1,Nicolas Hague-Victor Olofsson,,,
VGK,Ben Hutton,Victor Olofsson,,3,0,Ben Hutton-Victor Olofsson,,,
VGK,Kaedan Korczak,Victor Olofsson,,3,3,Kaedan Korczak-Victor Olofsson,,,
VGK,Ben Hutton,Tanner Pearson,,7,0,Ben Hutton-Tanner Pearson,,,
VGK,Ben Hutton,Nicolas Roy,,12,0,Ben Hutton-Nicolas Roy,0.08,41.0,10.0
VGK,Ben Hutton,Cole Schwindt,,5,0,Ben Hutton-Cole Schwindt,,,
VGK,Cole Schwindt,Zach Whitecloud,,5,1,Cole Schwindt-Zach Whitecloud,,,
VGK,Ben Hutton,Mark Stone,,21,0,Ben Hutton-Mark Stone,0.1,53.0,10.0
VGK,Ben Hutton,Nicolas Hague,,1,0,Ben Hutton-Nicolas Hague,0.26,12.0,10.0
VGK,Kaedan Korczak,Nicolas Hague,,1,3,Kaedan Korczak-Nicolas Hague,-0.08,12.0,9.0
VGK,Ben Hutton,Noah Hanifin,,8,0,Ben Hutton-Noah Hanifin,-0.29,47.0,10.0
VGK,Ben Hutton,Kaedan Korczak,,0,3,Ben Hutton-Kaedan Korczak,0.2,10.0,9.0
VGK,Ben Hutton,Brayden McNabb,,0,2,Ben Hutton-Brayden McNabb,0.12,10.0,26.0
VGK,Alex Pietrangelo,Ben Hutton,,0,13,Alex Pietrangelo-Ben Hutton,-0.06,10.0,33.0
VGK,Ben Hutton,Shea Theodore,,0,13,Ben Hutton-Shea Theodore,-0.21,10.0,42.0
VGK,Ben Hutton,Zach Whitecloud,,0,1,Ben Hutton-Zach Whitecloud,-0.05,10.0,14.0
VGK,Brayden McNabb,Kaedan Korczak,,3,2,Brayden McNabb-Kaedan Korczak,0.13,9.0,26.0
VGK,Kaedan Korczak,Zach Whitecloud,,3,1,Kaedan Korczak-Zach Whitecloud,0.36,9.0,14.0
WPG,David Gustafsson,Mason Appleton,,10,0,David Gustafsson-Mason Appleton,-0.06,36.0,7.0
WPG,David Gustafsson,Morgan Barron,,1,0,David Gustafsson-Morgan Barron,0.11,18.0,7.0
WPG,Logan Stanley,Morgan Barron,,1,3,Logan Stanley-Morgan Barron,0.17,18.0,2.0
WPG,David Gustafsson,Kyle Connor,,22,0,David Gustafsson-Kyle Connor,0.04,61.0,7.0
WPG,David Gustafsson,Nikolaj Ehlers,,20,0,David Gustafsson-Nikolaj Ehlers,0.19,61.0,7.0
WPG,Alex Iafallo,David Gustafsson,,0,6,Alex Iafallo-David Gustafsson,-0.19,7.0,27.0
WPG,David Gustafsson,Rasmus Kupari,,0,2,David Gustafsson-Rasmus Kupari,,7.0,1.0
WPG,Adam Lowry,David Gustafsson,,0,12,Adam Lowry-David Gustafsson,0.11,7.0,35.0
WPG,David Gustafsson,Vladislav Namestnikov,,0,12,David Gustafsson-Vladislav Namestnikov,-0.23,7.0,37.0
WPG,David Gustafsson,Nino Niederreiter,,0,12,David Gustafsson-Nino Niederreiter,-0.16,7.0,34.0
WPG,Cole Perfetti,David Gustafsson,,0,13,Cole Perfetti-David Gustafsson,0.2,7.0,38.0
WPG,David Gustafsson,Mark Scheifele,,0,21,David Gustafsson-Mark Scheifele,-0.14,7.0,72.0
WPG,David Gustafsson,Gabriel Vilardi,,0,14,David Gustafsson-Gabriel Vilardi,-0.02,7.0,36.0
WPG,David Gustafsson,Dylan DeMelo,,0,3,David Gustafsson-Dylan DeMelo,0.23,7.0,31.0
WPG,David Gustafsson,Haydn Fleury,,0,1,David Gustafsson-Haydn Fleury,,,
WPG,Colin Miller,David Gustafsson,,0,7,Colin Miller-David Gustafsson,,,
WPG,David Gustafsson,Josh Morrissey,,0,17,David Gustafsson-Josh Morrissey,0.16,7.0,69.0
WPG,David Gustafsson,Neal Pionk,,0,17,David Gustafsson-Neal Pionk,0.27,7.0,33.0
WPG,David Gustafsson,Dylan Samberg,,0,6,David Gustafsson-Dylan Samberg,0.06,7.0,18.0
WPG,David Gustafsson,Logan Stanley,,0,3,David Gustafsson-Logan Stanley,-0.13,7.0,2.0
WPG,Haydn Fleury,Logan Stanley,,1,3,Haydn Fleury-Logan Stanley,,,
CBJ,Erik Gudbranson,Zachary Aston-Reese,,7,0,Erik Gudbranson-Zachary Aston-Reese,,,
CBJ,Jordan Harris,Zachary Aston-Reese,,7,0,Jordan Harris-Zachary Aston-Reese,,,
CBJ,Erik Gudbranson,Yegor Chinakhov,,11,0,Erik Gudbranson-Yegor Chinakhov,0.27,29.0,26.0
CBJ,Jordan Harris,Yegor Chinakhov,,11,0,Jordan Harris-Yegor Chinakhov,,,
CBJ,Justin Danforth,Kent Johnson,,7,5,Justin Danforth-Kent Johnson,0.31,26.0,16.0
CBJ,Erik Gudbranson,Justin Danforth,,7,0,Erik Gudbranson-Justin Danforth,0.22,26.0,26.0
CBJ,Jordan Harris,Justin Danforth,,7,0,Jordan Harris-Justin Danforth,,,
CBJ,Adam Fantilli,Erik Gudbranson,,8,0,Adam Fantilli-Erik Gudbranson,0.21,27.0,26.0
CBJ,Adam Fantilli,Jordan Harris,,8,0,Adam Fantilli-Jordan Harris,,,
CBJ,Kent Johnson,Sean Kuraly,,5,5,Kent Johnson-Sean Kuraly,0.14,16.0,18.0
CBJ,Kent Johnson,Mikael Pyyhtia,,5,1,Kent Johnson-Mikael Pyyhtia,,,
CBJ,Dmitri Voronkov,Kent Johnson,,5,3,Dmitri Voronkov-Kent Johnson,-0.06,16.0,34.0
CBJ,Dante Fabbro,Kent Johnson,,5,2,Dante Fabbro-Kent Johnson,,,
CBJ,Erik Gudbranson,Kent Johnson,,5,0,Erik Gudbranson-Kent Johnson,0.07,16.0,26.0
CBJ,Jordan Harris,Kent Johnson,,5,0,Jordan Harris-Kent Johnson,,,
CBJ,David Jiricek,Kent Johnson,,5,1,David Jiricek-Kent Johnson,,,
CBJ,Jack Johnson,Kent Johnson,,5,1,Jack Johnson-Kent Johnson,,,
CBJ,Damon Severson,Kent Johnson,,5,8,Damon Severson-Kent Johnson,0.14,16.0,28.0
CBJ,Erik Gudbranson,Sean Kuraly,,5,0,Erik Gudbranson-Sean Kuraly,0.35,18.0,26.0
CBJ,Jordan Harris,Sean Kuraly,,5,0,Jordan Harris-Sean Kuraly,,,
CBJ,David Jiricek,Sean Kuraly,,5,1,David Jiricek-Sean Kuraly,,,
CBJ,Erik Gudbranson,Kevin Labanc,,10,0,Erik Gudbranson-Kevin Labanc,,,
CBJ,Jordan Harris,Kevin Labanc,,10,0,Jordan Harris-Kevin Labanc,,,
CBJ,David Jiricek,Kevin Labanc,,10,1,David Jiricek-Kevin Labanc,,,
CBJ,Erik Gudbranson,Kirill Marchenko,,16,0,Erik Gudbranson-Kirill Marchenko,0.26,42.0,26.0
CBJ,Jordan Harris,Kirill Marchenko,,16,0,Jordan Harris-Kirill Marchenko,,,
CBJ,Erik Gudbranson,Sean Monahan,,13,0,Erik Gudbranson-Sean Monahan,,,
CBJ,Jordan Harris,Sean Monahan,,13,0,Jordan Harris-Sean Monahan,,,
CBJ,Erik Gudbranson,Mathieu Olivier,,7,0,Erik Gudbranson-Mathieu Olivier,0.13,12.0,26.0
CBJ,Jordan Harris,Mathieu Olivier,,7,0,Jordan Harris-Mathieu Olivier,,,
CBJ,Dmitri Voronkov,Mikael Pyyhtia,,1,3,Dmitri Voronkov-Mikael Pyyhtia,,,
CBJ,Dante Fabbro,Mikael Pyyhtia,,1,2,Dante Fabbro-Mikael Pyyhtia,,,
CBJ,Erik Gudbranson,Mikael Pyyhtia,,1,0,Erik Gudbranson-Mikael Pyyhtia,,,
CBJ,Jordan Harris,Mikael Pyyhtia,,1,0,Jordan Harris-Mikael Pyyhtia,,,
CBJ,David Jiricek,Mikael Pyyhtia,,1,1,David Jiricek-Mikael Pyyhtia,,,
CBJ,Cole Sillinger,Erik Gudbranson,,9,0,Cole Sillinger-Erik Gudbranson,0.14,32.0,26.0
CBJ,Cole Sillinger,Jordan Harris,,9,0,Cole Sillinger-Jordan Harris,,,
CBJ,Dmitri Voronkov,James van Riemsdyk,,4,3,Dmitri Voronkov-James van Riemsdyk,,,
CBJ,Dante Fabbro,James van Riemsdyk,,4,2,Dante Fabbro-James van Riemsdyk,,,
CBJ,Erik Gudbranson,James van Riemsdyk,,4,0,Erik Gudbranson-James van Riemsdyk,,,
CBJ,James van Riemsdyk,Jordan Harris,,4,0,James van Riemsdyk-Jordan Harris,,,
CBJ,Dmitri Voronkov,Erik Gudbranson,,3,0,Dmitri Voronkov-Erik Gudbranson,0.18,34.0,26.0
CBJ,Dmitri Voronkov,Jordan Harris,,3,0,Dmitri Voronkov-Jordan Harris,,,
CBJ,David Jiricek,Dmitri Voronkov,,3,1,David Jiricek-Dmitri Voronkov,,,
CBJ,Dmitri Voronkov,Jack Johnson,,3,1,Dmitri Voronkov-Jack Johnson,,,
CBJ,Erik Gudbranson,Jake Christiansen,,5,0,Erik Gudbranson-Jake Christiansen,,,
CBJ,Jake Christiansen,Jordan Harris,,5,0,Jake Christiansen-Jordan Harris,,,
CBJ,Dante Fabbro,Erik Gudbranson,,2,0,Dante Fabbro-Erik Gudbranson,,,
CBJ,Dante Fabbro,Jordan Harris,,2,0,Dante Fabbro-Jordan Harris,,,
CBJ,Dante Fabbro,David Jiricek,,2,1,Dante Fabbro-David Jiricek,,,
CBJ,Dante Fabbro,Jack Johnson,,2,1,Dante Fabbro-Jack Johnson,,,
CBJ,Erik Gudbranson,Jordan Harris,,0,0,Erik Gudbranson-Jordan Harris,,,
CBJ,David Jiricek,Erik Gudbranson,,0,1,David Jiricek-Erik Gudbranson,,,
CBJ,Erik Gudbranson,Jack Johnson,,0,1,Erik Gudbranson-Jack Johnson,,,
CBJ,Erik Gudbranson,Ivan Provorov,,0,5,Erik Gudbranson-Ivan Provorov,0.12,26.0,32.0
CBJ,Damon Severson,Erik Gudbranson,,0,8,Damon Severson-Erik Gudbranson,-0.03,26.0,28.0
CBJ,Erik Gudbranson,Zach Werenski,,0,13,Erik Gudbranson-Zach Werenski,0.22,26.0,57.0
CBJ,David Jiricek,Jordan Harris,,0,1,David Jiricek-Jordan Harris,,,
CBJ,Jack Johnson,Jordan Harris,,0,1,Jack Johnson-Jordan Harris,,,
CBJ,Ivan Provorov,Jordan Harris,,0,5,Ivan Provorov-Jordan Harris,,,
CBJ,Damon Severson,Jordan Harris,,0,8,Damon Severson-Jordan Harris,,,
CBJ,Jordan Harris,Zach Werenski,,0,13,Jordan Harris-Zach Werenski,,,
CBJ,David Jiricek,Jack Johnson,,1,1,David Jiricek-Jack Johnson,,,
DAL,Jamie Benn,Mathew Dumba,,8,0,Jamie Benn-Mathew Dumba,,,
DAL,Colin Blackwell,Mathew Dumba,,4,0,Colin Blackwell-Mathew Dumba,,,
DAL,Mavrik Bourque,Oskar Bäck,,2,3,Mavrik Bourque-Oskar Bäck,,,
DAL,Mathew Dumba,Mavrik Bourque,,2,0,Mathew Dumba-Mavrik Bourque,,,
DAL,Brendan Smith,Mavrik Bourque,,2,3,Brendan Smith-Mavrik Bourque,,,
DAL,Mathew Dumba,Oskar Bäck,,3,0,Mathew Dumba-Oskar Bäck,,,
DAL,Evgenii Dadonov,Mathew Dumba,,7,0,Evgenii Dadonov-Mathew Dumba,,,
DAL,Mathew Dumba,Matt Duchene,,20,0,Mathew Dumba-Matt Duchene,,,
DAL,Mathew Dumba,Roope Hintz,,10,0,Mathew Dumba-Roope Hintz,,,
DAL,Mathew Dumba,Wyatt Johnston,,7,0,Mathew Dumba-Wyatt Johnston,,,
DAL,Mason Marchment,Mathew Dumba,,17,0,Mason Marchment-Mathew Dumba,,,
DAL,Mason Marchment,Nils Lundkvist,,17,1,Mason Marchment-Nils Lundkvist,,,
DAL,Jason Robertson,Mathew Dumba,,8,0,Jason Robertson-Mathew Dumba,,,
DAL,Mathew Dumba,Tyler Seguin,,14,0,Mathew Dumba-Tyler Seguin,,,
DAL,Logan Stankoven,Mathew Dumba,,14,0,Logan Stankoven-Mathew Dumba,,,
DAL,Mathew Dumba,Sam Steel,,7,0,Mathew Dumba-Sam Steel,,,
DAL,Mathew Dumba,Thomas Harley,,0,8,Mathew Dumba-Thomas Harley,,,
DAL,Mathew Dumba,Miro Heiskanen,,0,6,Mathew Dumba-Miro Heiskanen,,,
DAL,Esa Lindell,Mathew Dumba,,0,7,Esa Lindell-Mathew Dumba,,,
DAL,Mathew Dumba,Nils Lundkvist,,0,1,Mathew Dumba-Nils Lundkvist,,,
DAL,Ilya Lyubushkin,Mathew Dumba,,0,5,Ilya Lyubushkin-Mathew Dumba,,,
DAL,Brendan Smith,Mathew Dumba,,0,3,Brendan Smith-Mathew Dumba,,,
DAL,Brendan Smith,Nils Lundkvist,,1,3,Brendan Smith-Nils Lundkvist,,,
DET,Jonatan Berggren,Olli Maatta,,0,3,Jonatan Berggren-Olli Maatta,,,
DET,J.T. Compher,Olli Maatta,,0,6,J.T. Compher-Olli Maatta,0.02,48.0,18.0
DET,Andrew Copp,Olli Maatta,,0,7,Andrew Copp-Olli Maatta,-0.02,33.0,18.0
DET,Alex DeBrincat,Olli Maatta,,0,16,Alex DeBrincat-Olli Maatta,-0.14,67.0,18.0
DET,Christian Fischer,Olli Maatta,,0,2,Christian Fischer-Olli Maatta,,,
DET,Olli Maatta,Patrick Kane,,0,10,Olli Maatta-Patrick Kane,-0.08,47.0,18.0
DET,Marco Kasper,Olli Maatta,,0,3,Marco Kasper-Olli Maatta,,,
DET,Dylan Larkin,Olli Maatta,,0,13,Dylan Larkin-Olli Maatta,-0.04,69.0,18.0
DET,Olli Maatta,Tyler Motte,,0,0,Olli Maatta-Tyler Motte,,,
DET,Michael Rasmussen,Olli Maatta,,0,4,Michael Rasmussen-Olli Maatta,-0.03,33.0,18.0
DET,Lucas Raymond,Olli Maatta,,0,16,Lucas Raymond-Olli Maatta,-0.08,72.0,18.0
DET,Olli Maatta,Vladimir Tarasenko,,0,6,Olli Maatta-Vladimir Tarasenko,,,
DET,Joe Veleno,Olli Maatta,,0,2,Joe Veleno-Olli Maatta,0.14,28.0,18.0
DET,Ben Chiarot,Olli Maatta,,0,2,Ben Chiarot-Olli Maatta,-0.15,20.0,18.0
DET,Olli Maatta,Simon Edvinsson,,0,6,Olli Maatta-Simon Edvinsson,-0.09,2.0,18.0
DET,Erik Gustafsson,Olli Maatta,,0,2,Erik Gustafsson-Olli Maatta,,,
DET,Justin Holl,Olli Maatta,,0,1,Justin Holl-Olli Maatta,-0.01,5.0,18.0
DET,Albert Johansson,Olli Maatta,,0,0,Albert Johansson-Olli Maatta,,,
DET,Jeff Petry,Olli Maatta,,0,2,Jeff Petry-Olli Maatta,-0.1,24.0,18.0
DET,Moritz Seider,Olli Maatta,,0,10,Moritz Seider-Olli Maatta,-0.16,42.0,18.0
DET,Jonatan Berggren,Tyler Motte,,3,0,Jonatan Berggren-Tyler Motte,,,
DET,Albert Johansson,Jonatan Berggren,,3,0,Albert Johansson-Jonatan Berggren,,,
DET,J.T. Compher,Tyler Motte,,6,0,J.T. Compher-Tyler Motte,,,
DET,Albert Johansson,J.T. Compher,,6,0,Albert Johansson-J.T. Compher,,,
DET,Andrew Copp,Tyler Motte,,7,0,Andrew Copp-Tyler Motte,,,
DET,Albert Johansson,Andrew Copp,,7,0,Albert Johansson-Andrew Copp,,,
DET,Alex DeBrincat,Tyler Motte,,16,0,Alex DeBrincat-Tyler Motte,,,
DET,Albert Johansson,Alex DeBrincat,,16,0,Albert Johansson-Alex DeBrincat,,,
DET,Christian Fischer,Tyler Motte,,2,0,Christian Fischer-Tyler Motte,,,
DET,Christian Fischer,Justin Holl,,2,1,Christian Fischer-Justin Holl,,,
DET,Albert Johansson,Christian Fischer,,2,0,Albert Johansson-Christian Fischer,,,
DET,Patrick Kane,Tyler Motte,,10,0,Patrick Kane-Tyler Motte,,,
DET,Albert Johansson,Patrick Kane,,10,0,Albert Johansson-Patrick Kane,,,
DET,Marco Kasper,Tyler Motte,,3,0,Marco Kasper-Tyler Motte,,,
DET,Ben Chiarot,Marco Kasper,,3,2,Ben Chiarot-Marco Kasper,,,
DET,Erik Gustafsson,Marco Kasper,,3,2,Erik Gustafsson-Marco Kasper,,,
DET,Justin Holl,Marco Kasper,,3,1,Justin Holl-Marco Kasper,,,
DET,Albert Johansson,Marco Kasper,,3,0,Albert Johansson-Marco Kasper,,,
DET,Dylan Larkin,Tyler Motte,,13,0,Dylan Larkin-Tyler Motte,,,
DET,Albert Johansson,Dylan Larkin,,13,0,Albert Johansson-Dylan Larkin,,,
DET,Michael Rasmussen,Tyler Motte,,0,4,Michael Rasmussen-Tyler Motte,,,
DET,Lucas Raymond,Tyler Motte,,0,16,Lucas Raymond-Tyler Motte,,,
DET,Tyler Motte,Vladimir Tarasenko,,0,6,Tyler Motte-Vladimir Tarasenko,,,
DET,Joe Veleno,Tyler Motte,,0,2,Joe Veleno-Tyler Motte,,,
DET,Ben Chiarot,Tyler Motte,,0,2,Ben Chiarot-Tyler Motte,,,
DET,Simon Edvinsson,Tyler Motte,,0,6,Simon Edvinsson-Tyler Motte,,,
DET,Erik Gustafsson,Tyler Motte,,0,2,Erik Gustafsson-Tyler Motte,,,
DET,Justin Holl,Tyler Motte,,0,1,Justin Holl-Tyler Motte,,,
DET,Albert Johansson,Tyler Motte,,0,0,Albert Johansson-Tyler Motte,,,
DET,Jeff Petry,Tyler Motte,,0,2,Jeff Petry-Tyler Motte,,,
DET,Moritz Seider,Tyler Motte,,0,10,Moritz Seider-Tyler Motte,,,
DET,Albert Johansson,Michael Rasmussen,,4,0,Albert Johansson-Michael Rasmussen,,,
DET,Albert Johansson,Lucas Raymond,,16,0,Albert Johansson-Lucas Raymond,,,
DET,Albert Johansson,Vladimir Tarasenko,,6,0,Albert Johansson-Vladimir Tarasenko,,,
DET,Joe Veleno,Justin Holl,,2,1,Joe Veleno-Justin Holl,0.16,28.0,5.0
DET,Albert Johansson,Joe Veleno,,2,0,Albert Johansson-Joe Veleno,,,
DET,Albert Johansson,Ben Chiarot,,2,0,Albert Johansson-Ben Chiarot,,,
DET,Ben Chiarot,Jeff Petry,,2,2,Ben Chiarot-Jeff Petry,-0.0,20.0,24.0
DET,Albert Johansson,Simon Edvinsson,,6,0,Albert Johansson-Simon Edvinsson,,,
DET,Erik Gustafsson,Justin Holl,,2,1,Erik Gustafsson-Justin Holl,,,
DET,Albert Johansson,Erik Gustafsson,,2,0,Albert Johansson-Erik Gustafsson,,,
DET,Albert Johansson,Justin Holl,,1,0,Albert Johansson-Justin Holl,,,
DET,Jeff Petry,Justin Holl,,1,2,Jeff Petry-Justin Holl,0.21,24.0,5.0
DET,Albert Johansson,Jeff Petry,,0,2,Albert Johansson-Jeff Petry,,,
DET,Albert Johansson,Moritz Seider,,0,10,Albert Johansson-Moritz Seider,,,
LAK,Caleb Jones,Quinton Byfield,,9,0,Caleb Jones-Quinton Byfield,,,
LAK,Caleb Jones,Phillip Danault,,10,0,Caleb Jones-Phillip Danault,,,
LAK,Caleb Jones,Kevin Fiala,,12,0,Caleb Jones-Kevin Fiala,,,
LAK,Caleb Jones,Warren Foegele,,10,0,Caleb Jones-Warren Foegele,,,
